,AdDeviceStatsId,AdGroupId,AdId,Ad Length,CampaignId,Clicks,Cost,Device,Impressions,PulledDate,StatDate,TotalViews,CustomerId
100,15161468,59777089668,247281503692,15 Sec,1045777582,0,6800000,Tablets with full browsers,684,2018-02-12 18:26:35.450,2018-01-28 00:00:00.000,215,2492282688
101,15161469,52869993498,247281503686,15 Sec,1045777582,3,16210000,Tablets with full browsers,1479,2018-02-12 18:26:35.373,2018-01-28 00:00:00.000,509,2492282688
102,15161470,51147664557,247281503680,15 Sec,1045777582,0,450000,Tablets with full browsers,41,2018-02-12 18:26:35.513,2018-01-28 00:00:00.000,18,2492282688
103,15161471,52994626004,247281503659,30 Sec,1045530918,0,13420000,Other,1810,2018-02-12 18:26:35.403,2018-01-28 00:00:00.000,278,2492282688
104,15161472,51147664557,247281503680,15 Sec,1045777582,0,910000,Mobile devices with full browsers,65,2018-02-12 18:26:35.480,2018-01-28 00:00:00.000,30,2492282688
105,15161473,52994625804,247281503653,30 Sec,1045530918,10,332410000,Computers,27264,2018-02-12 18:26:35.060,2018-01-28 00:00:00.000,8063,2492282688
106,15161474,52994625964,247281503689,30 Sec,1045530918,7,345540000,Computers,20747,2018-02-12 18:26:35.107,2018-01-28 00:00:00.000,6264,2492282688
107,15161475,51147664317,247281503668,15 Sec,1045777582,1,18020000,Mobile devices with full browsers,2300,2018-02-12 18:26:35.137,2018-01-28 00:00:00.000,533,2492282688
108,15161476,52994625964,247281503689,30 Sec,1045530918,0,2030000,Other,266,2018-02-12 18:26:35.183,2018-01-28 00:00:00.000,37,2492282688
109,15161477,52994625764,247281503671,30 Sec,1045530918,1,65290000,Computers,6610,2018-02-12 18:26:34.873,2018-01-28 00:00:00.000,1606,2492282688
110,15161478,52994625804,247281503653,30 Sec,1045530918,0,42520000,Other,5920,2018-02-12 18:26:35.217,2018-01-28 00:00:00.000,850,2492282688
111,15161479,52994625764,247281503671,30 Sec,1045530918,1,7290000,Other,1075,2018-02-12 18:26:34.920,2018-01-28 00:00:00.000,137,2492282688
112,15161480,52915181722,247281503656,15 Sec,1045777582,13,59350000,Tablets with full browsers,5622,2018-02-12 18:26:34.980,2018-01-28 00:00:00.000,1691,2492282688
113,15161481,52915181722,247281503656,15 Sec,1045777582,23,82080000,Mobile devices with full browsers,8674,2018-02-12 18:26:34.950,2018-01-28 00:00:00.000,2086,2492282688
114,15161482,51147664317,247281503668,15 Sec,1045777582,0,12890000,Tablets with full browsers,1480,2018-02-12 18:26:35.030,2018-01-28 00:00:00.000,414,2492282688
115,15245753,52994626044,247281503695,30 Sec,1045530918,2,95510000,Computers,5661,2018-02-12 18:26:41.467,2018-01-29 00:00:00.000,1984,2492282688
116,15245754,56803811168,247281503674,15 Sec,1045777582,0,0,Mobile devices with full browsers,1,2018-02-12 18:26:41.577,2018-01-29 00:00:00.000,0,2492282688
117,15245755,52994625524,247281503683,30 Sec,1045530918,0,650000,Other,37,2018-02-12 18:26:41.543,2018-01-29 00:00:00.000,14,2492282688
118,15245756,52994625524,247281503683,30 Sec,1045530918,0,11440000,Computers,507,2018-02-12 18:26:41.623,2018-01-29 00:00:00.000,259,2492282688
119,15245757,52994626044,247281503695,30 Sec,1045530918,0,4570000,Other,683,2018-02-12 18:26:41.497,2018-01-29 00:00:00.000,91,2492282688
120,15245758,52994625804,247281503653,30 Sec,1045530918,10,428240000,Computers,28814,2018-02-12 18:26:41.077,2018-01-29 00:00:00.000,8825,2492282688
121,15245759,52915181722,247281503656,15 Sec,1045777582,14,57100000,Mobile devices with full browsers,6095,2018-02-12 18:26:41.247,2018-01-29 00:00:00.000,1537,2492282688
122,15245760,52994625764,247281503671,30 Sec,1045530918,4,164690000,Computers,11726,2018-02-12 18:26:41.123,2018-01-29 00:00:00.000,2737,2492282688
123,15245761,52994625964,247281503689,30 Sec,1045530918,6,518740000,Computers,22971,2018-02-12 18:26:41.280,2018-01-29 00:00:00.000,8731,2492282688
124,15245762,51147664317,247281503668,15 Sec,1045777582,1,11460000,Mobile devices with full browsers,1377,2018-02-12 18:26:41.170,2018-01-29 00:00:00.000,340,2492282688
125,15245763,51147664317,247281503668,15 Sec,1045777582,1,6710000,Tablets with full browsers,702,2018-02-12 18:26:41.357,2018-01-29 00:00:00.000,213,2492282688
126,15245764,52994625764,247281503671,30 Sec,1045530918,1,7390000,Other,1009,2018-02-12 18:26:41.310,2018-01-29 00:00:00.000,120,2492282688
127,15245765,52915181722,247281503656,15 Sec,1045777582,18,33160000,Tablets with full browsers,3117,2018-02-12 18:26:41.200,2018-01-29 00:00:00.000,989,2492282688
128,15245766,52994625804,247281503653,30 Sec,1045530918,0,39010000,Other,5141,2018-02-12 18:26:41.390,2018-01-29 00:00:00.000,712,2492282688
129,15245767,52994625964,247281503689,30 Sec,1045530918,0,1520000,Other,146,2018-02-12 18:26:41.433,2018-01-29 00:00:00.000,25,2492282688
130,15245768,52869993498,247281503686,15 Sec,1045777582,5,29110000,Mobile devices with full browsers,2756,2018-02-12 18:26:40.840,2018-01-29 00:00:00.000,851,2492282688
131,15245769,52994626004,247281503659,30 Sec,1045530918,1,10870000,Other,1243,2018-02-12 18:26:40.890,2018-01-29 00:00:00.000,187,2492282688
132,15245770,52994626004,247281503659,30 Sec,1045530918,5,280730000,Computers,16458,2018-02-12 18:26:40.810,2018-01-29 00:00:00.000,5128,2492282688
133,15245771,59777089668,247281503692,15 Sec,1045777582,0,15700000,Tablets with full browsers,1576,2018-02-12 18:26:40.997,2018-01-29 00:00:00.000,465,2492282688
134,15245772,52869993498,247281503686,15 Sec,1045777582,3,10600000,Tablets with full browsers,1023,2018-02-12 18:26:40.920,2018-01-29 00:00:00.000,342,2492282688
135,15245773,59777089668,247281503692,15 Sec,1045777582,3,21460000,Mobile devices with full browsers,2302,2018-02-12 18:26:40.763,2018-01-29 00:00:00.000,584,2492282688
136,15245774,51147664557,247281503680,15 Sec,1045777582,0,340000,Tablets with full browsers,19,2018-02-12 18:26:41.043,2018-01-29 00:00:00.000,8,2492282688
137,15245775,51147664557,247281503680,15 Sec,1045777582,0,760000,Mobile devices with full browsers,41,2018-02-12 18:26:40.967,2018-01-29 00:00:00.000,20,2492282688
138,15334659,52994626004,247281503659,30 Sec,1045530918,5,372000000,Computers,19799,2018-02-12 18:26:48.420,2018-01-30 00:00:00.000,6097,2492282688
139,15334660,51147664557,247281503680,15 Sec,1045777582,0,730000,Mobile devices with full browsers,47,2018-02-12 18:26:48.497,2018-01-30 00:00:00.000,18,2492282688
140,15334661,52869993498,247281503686,15 Sec,1045777582,2,23270000,Mobile devices with full browsers,2483,2018-02-12 18:26:48.390,2018-01-30 00:00:00.000,723,2492282688
141,15334662,59777089668,247281503692,15 Sec,1045777582,1,38120000,Mobile devices with full browsers,3790,2018-02-12 18:26:48.310,2018-01-30 00:00:00.000,1002,2492282688
142,15334663,52994626004,247281503659,30 Sec,1045530918,0,4060000,Other,442,2018-02-12 18:26:48.340,2018-01-30 00:00:00.000,71,2492282688
143,15334664,59777089668,247281503692,15 Sec,1045777582,0,23660000,Tablets with full browsers,2150,2018-02-12 18:26:48.450,2018-01-30 00:00:00.000,642,2492282688
144,15334665,52869993498,247281503686,15 Sec,1045777582,0,8856688,Tablets with full browsers,852,2018-02-12 18:26:48.530,2018-01-30 00:00:00.000,282,2492282688
145,15334666,51147664557,247281503680,15 Sec,1045777582,0,400000,Tablets with full browsers,30,2018-02-12 18:26:48.577,2018-01-30 00:00:00.000,14,2492282688
146,15334667,52994626044,247281503695,30 Sec,1045530918,0,21043342,Computers,1041,2018-02-12 18:26:48.683,2018-01-30 00:00:00.000,386,2492282688
147,15334668,52994625524,247281503683,30 Sec,1045530918,1,16868285,Computers,820,2018-02-12 18:26:48.607,2018-01-30 00:00:00.000,470,2492282688
148,15334669,52994625524,247281503683,30 Sec,1045530918,0,730000,Other,48,2018-02-12 18:26:48.653,2018-01-30 00:00:00.000,18,2492282688
149,15334670,52994626044,247281503695,30 Sec,1045530918,0,420000,Other,55,2018-02-12 18:26:48.763,2018-01-30 00:00:00.000,11,2492282688
150,15334671,56803811168,247281503674,15 Sec,1045777582,0,0,Tablets with full browsers,3,2018-02-12 18:26:48.717,2018-01-30 00:00:00.000,0,2492282688
151,15334672,56803811168,247281503674,15 Sec,1045777582,0,0,Mobile devices with full browsers,1,2018-02-12 18:26:48.793,2018-01-30 00:00:00.000,0,2492282688
152,15334673,51147664317,247281503668,15 Sec,1045777582,1,6120000,Mobile devices with full browsers,740,2018-02-12 18:26:48.950,2018-01-30 00:00:00.000,195,2492282688
153,15334674,52994625964,247281503689,30 Sec,1045530918,0,87182677,Computers,3657,2018-02-12 18:26:49.170,2018-01-30 00:00:00.000,1315,2492282688
154,15334675,51147664317,247281503668,15 Sec,1045777582,0,4660000,Tablets with full browsers,582,2018-02-12 18:26:49.140,2018-01-30 00:00:00.000,164,2492282688
155,15334676,52994625804,247281503653,30 Sec,1045530918,8,721207559,Computers,38314,2018-02-12 18:26:48.980,2018-01-30 00:00:00.000,12832,2492282688
156,15334677,52994625764,247281503671,30 Sec,1045530918,4,212715696,Computers,14459,2018-02-12 18:26:48.840,2018-01-30 00:00:00.000,3468,2492282688
157,15334678,52915181722,247281503656,15 Sec,1045777582,12,51380000,Mobile devices with full browsers,5865,2018-02-12 18:26:48.873,2018-01-30 00:00:00.000,1430,2492282688
158,15334679,52915181722,247281503656,15 Sec,1045777582,8,27850000,Tablets with full browsers,2672,2018-02-12 18:26:48.903,2018-01-30 00:00:00.000,860,2492282688
159,15334680,52994625964,247281503689,30 Sec,1045530918,0,340000,Other,36,2018-02-12 18:26:49.090,2018-01-30 00:00:00.000,7,2492282688
160,15334681,52994625764,247281503671,30 Sec,1045530918,0,9100000,Other,921,2018-02-12 18:26:49.030,2018-01-30 00:00:00.000,144,2492282688
161,15334682,52994625804,247281503653,30 Sec,1045530918,0,36450000,Other,3483,2018-02-12 18:26:49.060,2018-01-30 00:00:00.000,619,2492282688
162,15420771,52994625524,247281503683,30 Sec,1045530918,0,31789232,Computers,1412,2018-02-12 18:26:56.200,2018-01-31 00:00:00.000,801,2492282688
163,15420772,52994626044,247281503695,30 Sec,1045530918,0,8640705,Computers,416,2018-02-12 18:26:56.170,2018-01-31 00:00:00.000,156,2492282688
164,15420773,56803811168,247281503674,15 Sec,1045777582,0,100000,Tablets with full browsers,4,2018-02-12 18:26:56.230,2018-01-31 00:00:00.000,3,2492282688
165,15420774,52994625524,247281503683,30 Sec,1045530918,0,2520000,Other,125,2018-02-12 18:26:56.090,2018-01-31 00:00:00.000,57,2492282688
166,15420775,56803811168,247281503674,15 Sec,1045777582,0,30000,Mobile devices with full browsers,3,2018-02-12 18:26:56.280,2018-01-31 00:00:00.000,1,2492282688
167,15420776,52994626044,247281503695,30 Sec,1045530918,0,70000,Other,11,2018-02-12 18:26:56.123,2018-01-31 00:00:00.000,2,2492282688
168,15420777,59777089668,247281503692,15 Sec,1045777582,2,26000000,Tablets with full browsers,2716,2018-02-12 18:26:55.827,2018-01-31 00:00:00.000,748,2492282688
169,15420778,52994626004,247281503659,30 Sec,1045530918,0,1950000,Other,223,2018-02-12 18:26:56.013,2018-01-31 00:00:00.000,39,2492282688
170,15420779,52994626004,247281503659,30 Sec,1045530918,4,240099304,Computers,12365,2018-02-12 18:26:55.857,2018-01-31 00:00:00.000,3989,2492282688
171,15420780,52869993498,247281503686,15 Sec,1045777582,1,8000000,Tablets with full browsers,823,2018-02-12 18:26:55.903,2018-01-31 00:00:00.000,254,2492282688
172,15420781,59777089668,247281503692,15 Sec,1045777582,11,46934579,Mobile devices with full browsers,5131,2018-02-12 18:26:55.933,2018-01-31 00:00:00.000,1236,2492282688
